accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
1.003114092100630073e+00,1.612624621920942265e-03,-9.791979655389916104e+00
9.855912821393215673e-01,1.288769023555059968e-03,-9.794174892635762575e+00
9.928271240957551313e-01,3.905953730769309417e-03,-9.800370106143422078e+00
1.002816124729124514e+00,5.323485559141430401e-04,-9.799157016618242011e+00
1.004843891628850239e+00,5.461155986603579739e-03,-9.791042348799335215e+00
1.000289528853944621e+00,1.363258543472353713e-03,-9.784022789518429519e+00
9.956495670221585659e-01,6.195575005274662692e-03,-9.792332532128606104e+00
9.995629532278497154e-01,-1.447425409864641372e-03,-9.793075676363107718e+00
1.003904433894883486e+00,2.586593747841824369e-03,-9.803902694956185826e+00
1.002084333122403415e+00,5.567029718900153631e-04,-9.791618658469523950e+00
1.001772806921910286e+00,-3.236797875446905965e-03,-9.789083373938327171e+00
9.977039380537803259e-01,-2.516918008370728089e-03,-9.790975119595566767e+00
9.978917574820407310e-01,2.650519525898982834e-03,-9.794152544994087606e+00
1.012029579183149286e+00,-2.515636552432101714e-03,-9.787492731958659320e+00
9.946061463286597348e-01,-2.891012189390039662e-04,-9.799101403628791118e+00
9.975689850959588156e-01,2.805839302290877735e-03,-9.789704113233673510e+00
9.993109380322350299e-01,8.626441857418977498e-04,-9.790121943556201245e+00
9.993440733847118729e-01,-1.197430389981819429e-02,-9.794655759674222750e+00
9.933212212906711303e-01,3.368532347603200600e-03,-9.796527023980003079e+00
1.003880452377773569e+00,6.824751113960427461e-03,-9.786818674288271680e+00
9.972659610142912134e-01,-5.279354135711076049e-03,-9.791720061654650920e+00
9.990385085958728428e-01,-3.124865629685168698e-03,-9.794189953576511343e+00
9.959228318718325035e-01,-3.329378480903754777e-03,-9.795453161708467249e+00
1.004344825822744092e+00,-1.006001828331268017e-03,-9.800784053223090098e+00
9.992555157674102295e-01,-1.624789308398401399e-03,-9.797813035416529814e+00
1.008318266438072097e+00,6.192530845931085506e-03,-9.796730203495679135e+00
9.968010666855504631e-01,-5.097991560948620521e-03,-9.797155738216202892e+00
9.979915815754164532e-01,1.267883761499416289e-03,-9.792799290188119343e+00
1.006983467005456268e+00,5.495110014450653446e-03,-9.787913008089354605e+00
9.962683627795883012e-01,-1.901083386889215569e-03,-9.802082999087685877e+00
9.935255503099794661e-01,-3.242243791319295802e-03,-9.788942383399028557e+00
9.941464408109492723e-01,3.857794673681329040e-04,-9.800553504775562530e+00
9.955277956465111711e-01,5.671363313644983695e-03,-9.786889877985640140e+00
1.004458088071514377e+00,-1.863603918040087227e-04,-9.794678585233993928e+00
1.011920315551873895e+00,-1.231466819884336709e-03,-9.795468777386503234e+00
9.988780644905447259e-01,1.445601362685318110e-03,-9.795370833789226239e+00
9.869303197379069026e-01,2.670405629919625837e-03,-9.800571786587042311e+00
9.846259955252717466e-01,-4.363957225019511610e-03,-9.799449718074873417e+00
1.001402176881093897e+00,-5.743596389641390668e-04,-9.789368442741871235e+00
9.987489340083195444e-01,-4.891977608784565772e-03,-9.795520108646927682e+00
9.914493550790960397e-01,-1.805015512186626103e-03,-9.790560684356242049e+00
9.908195913227954010e-01,-1.138395230256030550e-03,-9.791532765273238681e+00
1.006049970162020024e+00,4.843950798549398994e-03,-9.788476979896872265e+00
1.000514297546231335e+00,-2.556709476770018755e-03,-9.790256874581112712e+00
9.938346866794234291e-01,-4.926057621366609386e-03,-9.794134233988492255e+00
1.001256559044075622e+00,-2.975726038147569023e-03,-9.788465032978740155e+00
1.014144943358512352e+00,-3.523949189318769607e-03,-9.796358905076989032e+00
1.004818944815872417e+00,-7.220648005567644086e-03,-9.802708182799278802e+00
9.957399276553198231e-01,-3.278385490605162812e-03,-9.800272661482697600e+00
9.954278819502982989e-01,-5.569698297881782597e-05,-9.799658108474377016e+00
9.886046511887844890e-01,6.455270897001659514e-03,-9.798732013970454346e+00
9.979557636149094524e-01,-7.037686689927870505e-03,-9.800941545291278700e+00
1.003295937966543816e+00,-8.697571915475352938e-03,-9.794009593671793468e+00
9.950989616798477932e-01,8.647046791299356147e-03,-9.796193758796194473e+00
9.985849979507754881e-01,6.247364861632887477e-03,-9.794782795919999785e+00
9.949256947662250550e-01,-1.449447188717349448e-02,-9.796353623457353166e+00
9.991336627550283511e-01,1.594788563283448726e-03,-9.796358912076835068e+00
1.006563973150691529e-02,1.063332140555348993e-03,-9.795764766094219311e+00
-9.962649182623266597e-01,4.658424625282483328e-03,-9.795117577533359210e+00
-9.984735297113785935e-01,-6.411586606367219825e-03,-9.797382754723264142e+00
-1.001880781657257247e+00,-5.247426414568398187e-03,-9.802591956664189254e+00
-1.000311773483435474e+00,3.077027064086662925e-05,-9.794601361186538568e+00
-9.943853492853002018e-01,-3.854648492847213143e-03,-9.796650974857948668e+00
-1.001800865062807633e+00,6.552860801448377910e-03,-9.804132536199242409e+00
-1.004971357991806702e+00,6.890866830765614553e-04,-9.795040768216173532e+00
-9.962490026809964760e-01,-7.942831039778795949e-04,-9.793788243464168985e+00
-1.002460034392154142e+00,-4.260977628129856282e-03,-9.800900709566324309e+00
-1.000752278215590874e+00,1.911853418902353810e-03,-9.793547231071100256e+00
-9.991485064448518694e-01,2.995649765922374103e-03,-9.790282872932717595e+00
-1.005459274101478062e+00,-2.528176125983081640e-03,-9.799210837644038108e+00
-1.000880884946353744e+00,-1.573197667101648798e-03,-9.799235380422315345e+00
-9.985005854035791106e-01,-3.123098111056821658e-03,-9.796112267747851376e+00
-1.000447140118874811e+00,-5.663483673634447241e-03,-9.794346736884103066e+00
-1.008457121824581249e+00,6.494706856106386567e-03,-9.803996552235043183e+00
-9.989064403799989833e-01,-1.431830650087255333e-03,-9.791793274451240592e+00
-1.000131356518456416e+00,-5.605967780624572690e-03,-9.795107596679939022e+00
-1.006972525288918785e+00,3.634854040703753598e-03,-9.794336196118766935e+00
-1.001255362163959717e+00,2.670247580515336481e-03,-9.788138161933911618e+00
-1.002416490008491090e+00,1.364869878335292844e-02,-9.798920846158194919e+00
-1.000272919177095599e+00,7.761324844988809826e-03,-9.793031300096819436e+00
-1.004074120911621515e+00,3.929384925844812450e-03,-9.786641392962495800e+00
-9.986911047469119174e-01,-1.637338974775467059e-03,-9.806479780087254738e+00
-9.929571823315977985e-01,-3.357110206957125004e-03,-9.788770685001976446e+00
-9.954502186023332921e-01,5.496946188098617361e-04,-9.789842721098860778e+00
-9.974622571156839257e-01,-2.839237536012384315e-04,-9.789689465402112489e+00
-9.957774570506755518e-01,4.522879928115600481e-03,-9.796882856448602794e+00
-9.956311990775897902e-01,1.032625972704570398e-02,-9.787627442057361904e+00
-9.928703738508182219e-01,-7.018895853296011796e-03,-9.806997354153660140e+00
-1.004264873524971069e+00,-5.877890271696970675e-03,-9.790125952382698671e+00
-1.000500863782631811e+00,-4.332357240712831833e-03,-9.799773120722003128e+00
-9.976954251394661854e-01,6.040038304186714190e-04,-9.800192095662954017e+00
-1.003387903693766514e+00,6.665201618295405264e-03,-9.790564980216004187e+00
-1.004407123242483602e+00,8.375861884397367693e-04,-9.795348503049515543e+00
-9.995862925298163448e-01,-5.453889348050937856e-03,-9.794961854024206716e+00
-9.966101639441701243e-01,-5.422931254142648091e-04,-9.792978506184145004e+00
-1.004227036235256332e+00,-4.996160034414950414e-03,-9.790597147715377702e+00
-9.947363805780312651e-01,5.152146654056162338e-03,-9.804773450947390501e+00
-9.942849561027303773e-01,4.881475034748810303e-03,-9.793770693554099793e+00
-1.005121446715208311e+00,2.979402501958010232e-03,-9.798726395007919976e+00
-9.977612206814673312e-01,2.158124843896631374e-03,-9.795499114180204359e+00
-1.000803378662730170e+00,-2.429015519743336015e-04,-9.786283540210622078e+00
-9.975200822572769521e-01,-5.174922396321325353e-04,-9.789867360277030528e+00
-9.983169041924716547e-01,-9.058241233773760628e-03,-9.798139707519746722e+00
-1.004766956824186153e+00,5.293026989575549263e-03,-9.789807640462944605e+00
-1.001795165536678800e+00,4.362722917883114435e-03,-9.802407964182959788e+00
-1.001253176276486467e+00,1.914692648136557401e-03,-9.788439982253645866e+00
-9.884049393810492301e-01,4.177602556832757733e-03,-9.794404414952966320e+00
-9.952407558165783374e-01,8.645495194673651117e-04,-9.787717979067956264e+00
-9.971900277478680241e-01,7.142937767591095964e-03,-9.797855389964690076e+00
-1.004082820458666703e+00,6.210102613447129362e-03,-9.786874664985653283e+00
-9.968046691843810425e-01,6.147313045672413503e-03,-9.800079031249108397e+00
-9.986485773876445649e-01,-2.351762410093857607e-03,-9.796337718948462836e+00
-9.900370419982865711e-01,1.453754407050290203e-03,-9.797638546119070924e+00
-1.001871696258841871e+00,7.905165914896526182e-04,-9.800360137950562489e+00
-1.003344461795508291e+00,1.586417167063747073e-03,-9.791438671244053538e+00
-1.003765969783291023e+00,7.295077260484288291e-03,-9.795522238238316248e+00
-1.003083051941289439e+00,5.515791391822745179e-03,-9.790809780506895876e+00
-1.002370565603479147e+00,-4.358627751142636272e-03,-9.783417188990645386e+00
-1.002225327794367349e+00,2.018853076097886379e-03,-9.789415511181804419e+00
-9.909291796808191721e-01,-7.169044390940682888e-03,-9.794043781897668666e+00
-1.006587856386965685e+00,-1.251895034964968035e-03,-9.802269749686972844e+00
-9.970965936673056307e-01,6.648843670250363658e-03,-9.800583741094976986e+00
-9.928515643113957623e-01,6.950984604106363787e-04,-9.793882272523729782e+00
-1.003150775270963191e+00,4.761688772360829838e-03,-9.796290806519776240e+00
-9.964908492547317476e-01,1.094114567548255118e-03,-9.793893006784703203e+00
-9.975813800867967540e-01,-3.361460668422560066e-03,-9.792450818635844101e+00
-9.891162696197560722e-01,-1.760442554423668300e-03,-9.789361135461099650e+00
-1.002821569535958135e+00,-5.626196907979197012e-03,-9.800839639572238582e+00
-9.971975732606519482e-01,-1.090924113113771231e-03,-9.788055783345155803e+00
-9.947953985111808173e-01,1.201486972604587367e-02,-9.795329204367984488e+00
-9.951425333687198282e-01,5.176990019947353035e-03,-9.797267316728900610e+00
-9.936438798303037778e-01,-1.175295269393068949e-02,-9.794967399098130301e+00
-1.003728031146670752e+00,-3.315422702933011872e-03,-9.795139956361481381e+00
-9.925846170896097664e-01,7.988157764831733607e-03,-9.796429524024272695e+00
-9.973128049644709447e-01,-3.278445716167647378e-03,-9.801293489460750408e+00
-1.002133636133425876e+00,-8.529544495055095890e-03,-9.798373518683538563e+00
-9.939070734848219901e-01,-4.557743306461294226e-03,-9.794101765880309785e+00
-1.007680093275114874e+00,-5.375094174824182440e-03,-9.793212952390152992e+00
-9.896052611873649152e-01,7.254447591854835779e-03,-9.794996202401026864e+00
-9.999802225519497378e-01,-2.795176278971730609e-03,-9.803093276687780744e+00
-9.960737872867932996e-01,-1.161417861973881166e-02,-9.790579467604610286e+00
-9.978121014343430684e-01,1.002132976251592957e-02,-9.794175953598411866e+00
-1.003600817185748006e+00,1.066046417049841674e-03,-9.789453031771664371e+00
-1.003262270533417100e+00,6.626353470734274234e-03,-9.801257429059008430e+00
-9.934513872208071694e-01,-3.082571203356132593e-04,-9.789633940339708573e+00
-9.922277895544769910e-01,2.498937076993409598e-03,-9.802131574825679650e+00
-1.000748556160153457e+00,8.321850376561433288e-04,-9.798635096837681857e+00
-1.003305841825559597e+00,7.208981241355023363e-03,-9.799838237664738827e+00
-1.000389496086613095e+00,4.029072579882497784e-03,-9.794705981822623642e+00
-1.008393868504337654e+00,7.822505873722932976e-03,-9.794647919580853568e+00
-9.961115322839810826e-01,7.120745516195182458e-03,-9.787734889220871537e+00
-1.002674847875120401e+00,1.145366003652160437e-02,-9.793548501890580127e+00
-1.007141189094717504e+00,1.108979446883707511e-02,-9.802405224240649417e+00
-9.942015011893367005e-01,4.110295852877008521e-03,-9.783617481047739872e+00
-1.002901639327729022e+00,1.729817276012925219e-03,-9.785688918657205804e+00
-1.003628294345603855e+00,-4.588724944858487212e-03,-9.802668166379495673e+00
-1.000803149351730648e+00,-4.018992978429051198e-03,-9.796095646145607461e+00
-9.978192375310587225e-01,8.717610718121606870e-04,-9.799895543522398000e+00
-1.007908823738356663e+00,-6.778347718062075616e-03,-9.786918145390968604e+00
-1.005808775172490455e+00,9.530089475725190412e-03,-9.803462998399769646e+00
-1.001858610620817158e+00,2.112925882895552113e-03,-9.784668073499039664e+00
-1.005634222920838594e+00,6.037060797252911601e-03,-9.794460180883119094e+00
-1.001046986548190798e+00,5.057751115803110461e-04,-9.797275249594726176e+00
-1.000123715151916892e+00,4.624188875449718357e-03,-9.794864168599064058e+00
-1.002285477220666632e+00,2.058867313919498718e-03,-9.799817682746922998e+00
-9.990075460537451990e-01,-1.375605359633307739e-02,-9.792295292849029664e+00
-9.949606063653939625e-01,-4.024059657206805547e-04,-9.797952174762507127e+00
-9.950377174647482281e-01,-2.711077779373000595e-04,-9.788454158319984444e+00
-1.005260232414622923e+00,4.947252405573023155e-03,-9.794236751156134346e+00
-1.001230990054693404e+00,1.499128119402106058e-04,-9.797979279154443333e+00
-9.990497274929002192e-01,-5.573889538326020320e-03,-9.798423447472876191e+00
-9.952754215705988949e-01,1.103683549576768910e-03,-9.798451269444422351e+00
-1.004931119922596539e+00,-3.346805373266631585e-03,-9.798071502215297102e+00
-1.000383971412130313e+00,-2.932262564556225703e-03,-9.800411280913854384e+00
-9.957012219381996543e-01,3.658748769382710615e-03,-9.795058566754798690e+00
-9.957409118814675164e-01,-5.758082480429626941e-03,-9.803978470547102475e+00
-9.972326927301127242e-01,6.106955624536049461e-03,-9.795945077014604152e+00
-1.012678717778358939e+00,8.281294073825525362e-03,-9.793235455789883304e+00
-9.963278876950406593e-01,-2.330160342947325876e-03,-9.792786273338787595e+00
-9.930074864971371040e-01,4.010787476675640832e-03,-9.792773780294130148e+00
-1.003469296534678534e+00,-7.596245720117683967e-03,-9.790493048916751206e+00
-9.909765610758327625e-01,-3.819965521005620410e-03,-9.795216458247800517e+00
-9.990645257638671728e-01,1.338282385762801143e-03,-9.790006550508660865e+00
-9.982345023950568441e-01,1.323513658658493969e-03,-9.792515577903040835e+00
-1.003588308916438576e+00,5.010514798623459665e-03,-9.788634249705648216e+00
-9.972932412939764513e-01,3.296060525150647322e-03,-9.802426511298360623e+00
-1.000642252764639917e+00,4.391823683335908252e-03,-9.792534449480216452e+00
-1.000546518509884741e+00,-9.253928349399647910e-03,-9.787507827144862560e+00
-1.006162462960370041e+00,6.100937368820037732e-03,-9.795650796444029140e+00
-1.000979375578655350e+00,1.844201859551164576e-04,-9.786253500956082263e+00
-1.003422632911340928e+00,1.080736969010950843e-02,-9.796143000920158883e+00
-1.004446033694116114e+00,-8.840454846406772772e-04,-9.800206594371037028e+00
-9.981643124986073756e-01,1.254577152023840774e-03,-9.794595226294028123e+00
-1.003292699920416586e+00,-8.795544305563434556e-03,-9.806123846732145211e+00
-1.000729733506190433e+00,4.139597439456552813e-03,-9.803211226662190469e+00
-1.010206804172826711e+00,-1.536084397942024228e-03,-9.801574570429503197e+00
-9.995005175597044822e-01,-2.749292916916884835e-03,-9.789105211675124707e+00
-9.942621349063668346e-01,3.084949136954960851e-03,-9.802141282483050944e+00
-1.005506695091278768e+00,-4.891743828711200837e-03,-9.789148595819799681e+00
-1.002947961996572879e+00,4.998032879446444830e-03,-9.787596747388745300e+00
-1.000445958430550952e+00,7.336316220961046179e-03,-9.792374099250675812e+00
-9.972567054862867542e-01,-2.005906901261604418e-03,-9.793736442189485913e+00
-1.009130642016849766e+00,4.245581996220121161e-03,-9.792126915103228413e+00
-9.953603175042563533e-01,-2.717997404329197501e-03,-9.791554436577790455e+00
-1.005204220847486951e+00,-1.587337480858171503e-03,-9.791111142773942788e+00
-1.003895795703654947e+00,1.727359872781491861e-04,-9.795220130885974541e+00
-9.909464604440011426e-01,1.355595782320908162e-03,-9.797942008834560568e+00
-1.012655190937656657e+00,-9.983259896533929964e-03,-9.788762378471703940e+00
-1.004490255931735909e+00,4.872385692506160833e-03,-9.789925259921272271e+00
-9.960244001531607383e-01,-5.499580078585323585e-03,-9.784502070445832089e+00
-1.001392782413387028e+00,6.361140222930180763e-03,-9.798205334002110689e+00
-9.976283231282944142e-01,4.059139504875891764e-03,-9.798546739096483549e+00
-1.005120922498713876e+00,6.634126551825161693e-03,-9.782491413909982114e+00
-9.883612815621318770e-01,-4.713043703481504046e-03,-9.799870280477611217e+00
-9.996334377490825318e-01,3.428305224062306884e-03,-9.798343859370197251e+00
-9.967570892659138870e-01,6.764526313060352687e-03,-9.798877521783303735e+00
-1.010679479016993509e+00,-8.399406724677292019e-03,-9.794325924206265910e+00
-1.012344777742869351e+00,1.701429497243468259e-04,-9.789741855307534379e+00
-1.003877452582264240e+00,-1.064204034598216844e-02,-9.798088427042346282e+00
-9.969456371092481062e-01,-5.220245297776549605e-04,-9.789775203723410257e+00
-1.007301890219731488e+00,2.460103257294321208e-03,-9.790706020348494576e+00
-1.007057116039126843e+00,3.479302706499270200e-03,-9.798053605306378699e+00
-1.005478639614160175e+00,-6.996574662053479075e-03,-9.788557552031713627e+00
-1.001161714528198132e+00,1.785856892424607465e-03,-9.787320092695010132e+00
-9.965580566062756107e-01,3.050724681720237870e-03,-9.798467340515918167e+00
-9.981818219938601855e-01,1.457722296733602587e-04,-9.799797336708197193e+00
-9.942312839980576022e-01,8.137300357644552300e-04,-9.786891275243169375e+00
-9.954716565546710694e-01,-2.070687318280404945e-03,-9.798424086823951384e+00
-9.978597436654449426e-01,-2.114254974881849599e-03,-9.793411020516348486e+00
-1.005009984933906919e+00,-6.412379061438833357e-03,-9.799786113090480200e+00
-1.007916713726771496e+00,-8.634318302474755513e-03,-9.799128686077372308e+00
-1.006994287111888875e+00,1.047247999974781430e-03,-9.791573466988083396e+00
-1.000118949946140035e+00,5.767480538644086975e-03,-9.789725334125433776e+00
-1.002940655925887325e+00,1.192201248983877073e-03,-9.792072602723957075e+00
-1.009543803385361427e+00,4.415121047688605818e-03,-9.788081191211693621e+00
-9.984239472062774734e-01,-4.587265370935386666e-03,-9.801768419205135530e+00
-9.994818517136339064e-01,-6.112958140221108963e-03,-9.792720631823675248e+00
-1.010435425436057244e+00,6.722284183873257360e-04,-9.797291828315147555e+00
-9.947022990578393564e-01,5.322174946569771395e-04,-9.806061244032076019e+00
-9.889984090141831219e-01,2.500929362382507942e-03,-9.801613122002063250e+00
-9.973181063079441522e-01,-2.823614283031511320e-03,-9.795716462887021692e+00
-9.993691970707399008e-01,7.212425099810918817e-03,-9.798300636203990166e+00
-1.003007962274947484e+00,-4.323574034229491804e-03,-9.799361394772679645e+00
-1.004703382244137133e+00,-5.275044813957114817e-03,-9.786142630358419581e+00
-1.002760894514338252e+00,3.030648152924687606e-03,-9.792983524737138623e+00
-1.001567931354865770e+00,8.603661124127009313e-03,-9.805330137160597204e+00
-9.973771080720722493e-01,1.474585765537407382e-02,-9.796042264429747348e+00
-9.947115717527286183e-01,4.496249801043949827e-03,-9.797247268571359413e+00
-9.954966927535517929e-01,3.610215573816160772e-03,-9.792383685080462641e+00
-1.006441378289645749e+00,-4.157589765403361297e-04,-9.791864582049045751e+00
-1.007263139584448908e+00,2.409917730394679769e-03,-9.789393822867323181e+00
-9.908180120839973348e-01,-1.271939346047961912e-03,-9.810996458304069634e+00
-1.004804161997109979e+00,9.443696462725087318e-04,-9.790872591290558091e+00
-9.919254951347876714e-01,6.270024143354043823e-03,-9.803134863655877496e+00
-1.010739923115796302e+00,5.424738288009843534e-03,-9.797682215485234991e+00
-9.993017886857037402e-01,-9.131461638933781322e-03,-9.794949631374944232e+00
-1.000996170785436901e+00,1.499273872961877016e-03,-9.801937014150913896e+00
-1.000165654105429791e+00,-1.457593705670459595e-04,-9.790830835848375102e+00
-9.946145670714228171e-01,3.635513661297277727e-03,-9.792930090713571900e+00
-9.890979771483366934e-01,5.803149577639285864e-03,-9.801179847682409019e+00
-1.000776210178256243e+00,-1.042588017953384547e-03,-9.787604969705501645e+00
-9.994357460536608118e-01,-4.327350194013292184e-03,-9.794404858533095393e+00
-1.003154675707012666e+00,-5.202330908987783283e-03,-9.803259071810341396e+00
-1.005144749717618247e+00,-4.986499431279032592e-03,-9.794826667967591050e+00
-1.000305340093451845e+00,-6.941319152681356755e-03,-9.787122049669626733e+00
-9.965770670129994180e-01,1.132625163631987035e-03,-9.800083565830574273e+00
-1.001739753178720882e+00,2.174410489443780528e-03,-9.796897846181130021e+00
-1.003212769313302832e+00,2.325151639655577765e-03,-9.797301876390465125e+00
-9.925372087192940729e-01,-6.727804204918060374e-03,-9.806484440320296869e+00
-9.913136551543993980e-01,-2.854778325851340792e-03,-9.794640312331562626e+00
-1.004539261015742646e+00,-1.264107587949848087e-03,-9.791478675180384172e+00
-1.001215821020116747e+00,-2.921753573169951195e-03,-9.794451100441632363e+00
-9.937308576917103231e-01,1.428305269440950610e-03,-9.803656737031861468e+00
-9.956603990597902021e-01,7.076827414880689643e-03,-9.799124664622183900e+00
-1.006900119697887064e+00,3.600478495170772930e-04,-9.787042228736389404e+00
-1.006714874902512991e+00,9.022876473826447682e-04,-9.798634127517507508e+00
-1.004160347417619503e+00,5.281293199538229094e-03,-9.791426422372952132e+00
-9.945002068197267286e-01,-9.246450213105389046e-03,-9.794938920501699897e+00
-9.965497176799127388e-01,4.411743752889451392e-03,-9.786805143039165600e+00
-1.001625552747725356e+00,7.366195143885706812e-04,-9.796223136166773315e+00
-1.000994160069008432e+00,-1.551729684998754723e-03,-9.794166746698889980e+00
-9.816202010799561783e-01,-7.598236673668018470e-03,-9.798481211653463419e+00
-9.961156621008798728e-01,2.440138843115782167e-03,-9.790478204958446895e+00
-9.899442761186563189e-01,4.101550448896802356e-03,-9.796593301140646304e+00
-1.001131128521597802e+00,-6.279143715266503195e-03,-9.797979120625907257e+00
-1.006698520459796686e+00,-4.422694558910563248e-03,-9.803090067952442865e+00
-9.978967391564468326e-01,8.394877053109091585e-04,-9.797140124046286758e+00
-9.952894504803615483e-01,4.716793280353325131e-03,-9.795543597227874599e+00
-9.956077422465191562e-01,-4.814096307432025497e-03,-9.795638104987602901e+00
-9.976141970723992891e-01,4.036821168314178032e-03,-9.790768763524711815e+00
-9.843181332507269232e-01,-2.762604319194944015e-03,-9.799076990269737664e+00
-9.948423722259882584e-01,7.517300817713826753e-04,-9.798977193490085114e+00
-9.916327098432046183e-01,-6.283781635869224898e-03,-9.787212039906913574e+00
-1.003017276987185458e+00,1.162591570080615498e-02,-9.795764547255298993e+00
-9.945322694121409013e-01,3.586155435456757183e-03,-9.791400524797440497e+00
-1.006276971356654171e+00,9.540900295023657142e-04,-9.794483825923979481e+00
-1.007944021987571492e+00,3.699377343831231936e-03,-9.798106040846439768e+00
-9.979510885523243946e-01,-4.741130296215088241e-04,-9.798385783004311733e+00
-9.984489487401716490e-01,6.029285989178863499e-03,-9.789393045203246047e+00
-9.953560601413885545e-01,-3.339345021059563455e-03,-9.790493086772929843e+00
-1.009032034200201489e+00,-1.949979165455001601e-03,-9.805118962075997757e+00
-1.003754470584757863e+00,3.180145763485810705e-03,-9.788470402434652939e+00
-1.006838511124218627e+00,2.242768481780347840e-03,-9.799349416239811816e+00
-9.941700826709326533e-01,-3.758460873716591190e-03,-9.792470938727358742e+00
-1.003103976280688814e+00,7.258096488557566704e-04,-9.789827589245907902e+00
-1.007341378170490298e+00,-2.392943853386596872e-03,-9.803092272798600959e+00
-9.984530888035980656e-01,-4.094303601997618079e-03,-9.799292023130123042e+00
-9.916016531864765282e-01,-3.872152218656329820e-03,-9.791929653549946266e+00
-9.963746979357689382e-01,1.705259431052737109e-05,-9.790520141878031879e+00
-1.000549103480420809e+00,-1.184850547593216093e-03,-9.798155653324462477e+00
-9.974782528605911081e-01,-3.346559700337659645e-03,-9.786784182541310884e+00
-9.994317634444748188e-01,-2.436949294985069677e-03,-9.803635969236125902e+00
-1.002348605961842054e+00,-8.801541237056698455e-03,-9.800449482960988945e+00
-1.003044938796369800e+00,-6.768411435963327290e-03,-9.793945680882105265e+00
-9.976116870101700007e-01,-1.404871822804662322e-03,-9.784324936954618579e+00
-9.841954762167967052e-01,1.166542321405980185e-03,-9.794289189403594165e+00
-9.958892505786206550e-01,4.602550193493422197e-03,-9.800108876059857366e+00
-1.007853469305103555e+00,1.840058899668816110e-03,-9.793609280370001002e+00
-9.986967657559736589e-01,-7.081041837679791576e-03,-9.796852141269642544e+00
-9.890421892406712212e-01,3.346196984062483910e-03,-9.796751793186686541e+00
-1.001667871474894111e+00,-4.327639581045076081e-03,-9.798596207256977664e+00
-1.000715450975591558e+00,-7.199361994528089915e-04,-9.790170444322450649e+00
-1.000039214026131384e+00,7.521766250542818305e-03,-9.797211034782179695e+00
-9.953657490105610739e-01,7.482349729673362648e-03,-9.795465382724550807e+00
-9.969157094747251868e-01,-2.437026835512315706e-03,-9.793233843388346571e+00
-1.000009384419888514e+00,1.339068824252255974e-03,-9.799376753266017204e+00
-1.019158088645281790e+00,8.230957442123279511e-03,-9.794130709809770963e+00
-1.003938289362501290e+00,-2.075271529915110984e-03,-9.781816921296158540e+00
-9.990532550550061952e-01,-4.538721322374475974e-03,-9.791997578677326786e+00
-1.000526708197094994e+00,-1.966900610802903640e-03,-9.791881038378413393e+00
-1.001861828552447875e+00,-3.175730369625630187e-05,-9.802025254937962728e+00
-1.003644798143408012e+00,3.673238739034649127e-03,-9.792585837284114803e+00
-9.991339628755654401e-01,6.137250291561714352e-03,-9.799655964701081245e+00
-1.004014292309627354e+00,1.033194769744804925e-04,-9.793823063319807787e+00
-1.003728181121495755e+00,-3.205479692642019054e-04,-9.795050046859099524e+00
-9.973858426190989057e-01,-8.819334312549598903e-03,-9.792199215649342037e+00
-9.981849447437821654e-01,-9.185621343441149802e-04,-9.794072669258497399e+00
-1.000593441852867249e+00,-6.485852409470376292e-03,-9.783103237204976210e+00
-9.914169236511599648e-01,1.396220654021868880e-03,-9.788976505979395171e+00
-9.987769489632946085e-01,2.326568065032641377e-03,-9.804944974735136043e+00
-9.985034432386651337e-01,-4.889006773776135607e-03,-9.789490240151115685e+00
-1.004959899922072575e+00,9.431398901415614586e-03,-9.795681805811065956e+00
-1.006656047703582413e+00,-1.155163936892343395e-04,-9.801767530314748456e+00
-9.970506522948929806e-01,3.826961141901163380e-03,-9.789846716205609312e+00
-1.010438078986959365e+00,-2.121984992246178821e-03,-9.799745833957270946e+00
-9.929225340344165485e-01,-2.964905969361810324e-03,-9.799912448294447742e+00
-9.991466410359468586e-01,5.338978420593475712e-04,-9.794374328971723997e+00
-1.001288009065874451e+00,1.786513509508034711e-03,-9.790679343328156037e+00
-9.965982104723974944e-01,-7.483627102595312962e-03,-9.785032112603889942e+00
-9.968058088102146330e-01,-9.538371493099165582e-04,-9.796814209221246017e+00
-1.002481922593660313e+00,8.474847515308013904e-03,-9.794524560225552179e+00
-9.918481279261739392e-01,8.715903053293164041e-04,-9.795944229935180658e+00
-1.005546308539988498e+00,-1.783102586620094682e-03,-9.799754842174039027e+00
-9.962799328848996883e-01,4.178789399518778765e-03,-9.795118786874359884e+00
-9.915537213863462318e-01,-1.113474646583916157e-02,-9.797937710613375373e+00
-1.000616083248113908e+00,5.428339138730474932e-03,-9.789309593463690007e+00
-9.995789449689603812e-01,4.880202404638240600e-03,-9.790790025593020474e+00
-1.002375840183387101e+00,-8.989641264134897369e-04,-9.793239573374354023e+00
-9.987659090261595818e-01,3.243340965215093553e-03,-9.786719834773121462e+00
-1.000180078154708330e+00,-7.653053202893452629e-04,-9.787193940404943504e+00
-9.971177090589323777e-01,1.341695264530416406e-03,-9.798420901754058221e+00
-1.008046416644175824e+00,1.149755123760937657e-02,-9.799069575967525481e+00
-1.004637818756948686e+00,-6.936177884222721811e-05,-9.801104390552499268e+00
-1.008214004050075774e+00,5.128366274119023141e-03,-9.799482914142728873e+00
